parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
11301118,1.0,,,2.0,3.0,,4.0,2.0,,,1206.0,1206.0,,,,,6037.0,,2.0,,,,2.0,34679783.0,-118080167.0,5933.0,,,,,,0100,261.0,LRR16000*,60379005.071002,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1990.0,,,105282.0,147865.0,2015.0,42583.0,2729.73,,,60379005071002.0
17265078,,,,2.0,3.0,,,2.0,,1595.0,1595.0,1595.0,,,1595.0,,6111.0,1.0,2.0,2.0,440.0,,,34177618.0,-118917848.0,7571.0,,,,,,1111,261.0,,61110059.08201,34278.0,2061.0,46736.0,96351.0,7.0,,,,,200.0,,1965.0,1.0,,50958.0,69267.0,2015.0,18309.0,750.96,,,61110059082010.0
10937269,,,,1.0,2.0,,7.0,1.0,,,1058.0,1058.0,,,,,6037.0,,1.0,,,,7.0,34176937.0,-118345835.0,6419.0,,,,,,0100,261.0,BUR1*,60373113.001007,396054.0,3101.0,,96437.0,0.0,,,,1.0,,,1940.0,,,86587.0,230362.0,2015.0,143775.0,2579.0,,,60373113001007.0
11242269,1.0,,,3.0,4.0,,4.0,3.0,,,2065.0,2065.0,,,,,6037.0,,3.0,,,,2.0,34496477.0,-118165995.0,81513.0,1.0,,,,1.0,0101,261.0,LCA21*,60379108.041179,16677.0,3101.0,,97298.0,0.0,,,,1.0,,,2002.0,,,244683.0,343012.0,2015.0,98329.0,5324.97,,,60379108041179.0
14504021,,,,3.0,4.0,,,3.0,,,1882.0,1882.0,,,,,6059.0,1.0,3.0,2.0,460.0,,,33644875.0,-117645845.0,5565.0,,,,,,122,261.0,,60590320.311007,12773.0,1286.0,,96995.0,8.0,,,,,,,1978.0,2.0,,160732.0,281391.0,2015.0,120659.0,2890.2,,,60590320311007.0
11028784,,,,2.0,3.0,,7.0,2.0,,,1264.0,1264.0,,,,,6037.0,,2.0,,,,7.0,34234622.0,-118409733.0,,,,,,,0100,261.0,LAR1,60371212.102008,12447.0,3101.0,41131.0,96361.0,0.0,,,,1.0,,,1954.0,,,,112054.0,2015.0,112054.0,,,,60371212102008.0
11999445,,,,1.0,2.0,,7.0,1.0,,,1377.0,1377.0,,,,,6037.0,,1.0,,,,7.0,34080549.0,-118367382.0,5244.0,,,,,,0100,261.0,LAR1,60371944.02301,12447.0,3101.0,276450.0,96029.0,0.0,,,,1.0,,,1933.0,,,182085.0,910442.0,2015.0,728357.0,11109.28,,,60371944023010.0
11554597,1.0,,,4.0,4.0,,1.0,4.0,,,2990.0,2990.0,,,,,6037.0,,4.0,,,,2.0,34014541.0,-118432851.0,7191.0,,,,,,0100,261.0,LAR1,60372715.002001,12447.0,3101.0,116415.0,96047.0,0.0,,,,1.0,,,1991.0,,,459062.0,956377.0,2015.0,497315.0,11711.06,,,60372715002001.0
13084785,,,,1.0,4.0,,7.0,1.0,,,1236.0,1236.0,,,,,6037.0,,1.0,,,,7.0,34012894.0,-117917916.0,7807.0,,,,,,0100,261.0,LCR16000*,60374081.381011,118217.0,3101.0,,96488.0,0.0,,,,1.0,,,1956.0,,,112000.0,342000.0,2015.0,230000.0,4453.48,,,60374081381011.0
11202837,1.0,,,2.0,3.0,,4.0,2.0,,,1680.0,1680.0,,,,,6037.0,,2.0,,,,2.0,34573524.0,-118080779.0,7016.0,,,,,,0100,261.0,PDRPD12U*,60379106.021024,40227.0,3101.0,,97328.0,0.0,,,,1.0,,,1989.0,,,114000.0,201200.0,2015.0,87200.0,3609.28,,,60379106021024.0
17180954,,,,2.0,4.0,,,2.0,,1199.0,1199.0,1199.0,,,1199.0,,6111.0,,2.0,2.0,418.0,,,34166207.0,-119168606.0,6000.0,,,,,,1111,261.0,,61110040.003001,13150.0,2061.0,,97104.0,6.0,,,,,240.0,,1962.0,1.0,,102721.0,169678.0,2015.0,66957.0,2052.56,,,61110040003001.0
11959176,,,,1.0,2.0,,7.0,1.0,,,868.0,868.0,,,,,6037.0,,1.0,,,,7.0,34100917.0,-118233273.0,5133.0,,,,,,0100,261.0,LAR2,60371852.033005,12447.0,3101.0,268103.0,96046.0,0.0,,,,1.0,,,1921.0,,,10786.0,37075.0,2015.0,26289.0,475.27,,,60371852033005.0
11878544,1.0,,,4.0,4.0,,4.0,4.0,,,1952.0,1952.0,,,,,6037.0,,4.0,,,,2.0,34109800.0,-118173000.0,47391.0,,,,,,010C,266.0,SPR310000*,60374807.02201,27183.0,3101.0,,96280.0,0.0,,,,1.0,,,1993.0,,,226622.0,739949.0,2015.0,513327.0,9036.92,,,60374807022010.0
13948409,,,,2.5,3.0,,,2.5,,,1454.0,1454.0,,,,,6059.0,,2.0,2.0,460.0,,,33747833.0,-117963969.0,2000.0,,,,,,122,261.0,,60590889.052031,34780.0,1286.0,,96990.0,6.0,,1.0,,,,,1979.0,2.0,,116099.0,309140.0,2015.0,193041.0,3820.86,,,60590889052031.0
13906931,,,,2.0,3.0,,,2.0,,,1521.0,1521.0,,,,,6059.0,,2.0,2.0,460.0,,,33852838.0,-117987849.0,7350.0,,,,,,122,261.0,,60591104.011027,10608.0,1286.0,,96180.0,8.0,,,,,,,1956.0,1.0,,64749.0,475000.0,2015.0,410251.0,6029.92,,,60591104011027.0
12889416,1.0,,,1.0,2.0,,7.0,1.0,,,896.0,896.0,,,,,6037.0,,1.0,,,,2.0,34068929.0,-117782223.0,7016.0,,,,,,0100,261.0,POR16000*,60374024.062014,20008.0,3101.0,,96508.0,0.0,,,,1.0,,,1950.0,,,33983.0,45878.0,2015.0,11895.0,761.56,,,60374024062014.0
17218689,,,,1.0,2.0,,,1.0,,826.0,826.0,826.0,,,826.0,,6111.0,,1.0,1.0,0.0,,,34208834.0,-118843344.0,3920.0,,,,,,1129,266.0,,61110075.082006,34278.0,2061.0,,96385.0,4.0,,,,,,,1972.0,1.0,,114335.0,190554.0,2015.0,76219.0,1988.56,,,61110075082006.0
12721971,,,,1.0,2.0,,7.0,1.0,,,1114.0,1114.0,,,,,6037.0,,1.0,,,,7.0,33923226.0,-118085883.0,5467.0,,,,,,0100,261.0,NOR1YY,60375502.022001,53636.0,3101.0,,96193.0,0.0,,,,1.0,,,1950.0,,,43615.0,208624.0,2015.0,165009.0,2946.12,,,60375502022001.0
12620458,,,,1.0,2.0,,7.0,1.0,,,1165.0,1165.0,,,,,6037.0,,1.0,,,,7.0,33817683.0,-118295170.0,5900.0,,,,,,0100,261.0,LCA1*,60375436.022009,118878.0,3101.0,,96160.0,0.0,,,,1.0,,,1927.0,,,33444.0,167240.0,2015.0,133796.0,2349.09,,,60375436022009.0
12126749,,,,2.0,3.0,,7.0,2.0,,,1876.0,1876.0,,,,,6037.0,,2.0,,,,7.0,34166809.0,-118071920.0,7331.0,1.0,,,,1.0,0101,261.0,PSR6,60374600.002003,47019.0,3101.0,274705.0,96295.0,0.0,,,,1.0,,,1951.0,,,53016.0,91954.0,2015.0,38938.0,1321.85,,,60374600002003.0
17086403,,,,2.0,3.0,,,2.0,,1555.0,1794.0,1794.0,,,1555.0,,6111.0,1.0,2.0,2.0,483.0,,,34284151.0,-119216995.0,8591.0,,,,,,1111,261.0,,61110018.004,34543.0,2061.0,,97083.0,6.0,,,,,352.0,,1965.0,1.0,,202395.0,318917.0,2015.0,116522.0,3382.76,,,61110018004000.0
12269783,1.0,,,3.0,3.0,,4.0,3.0,,,1492.0,1492.0,,,,,6037.0,,3.0,,,,2.0,33923421.0,-118236207.0,157811.0,,,,,,010D,269.0,LCR1*,60375406.001005,118994.0,3101.0,,96040.0,0.0,,,,1.0,,,2002.0,,,160993.0,231966.0,2015.0,70973.0,3294.63,,,60375406001005.0
12157511,1.0,,,3.0,2.0,,4.0,3.0,,,1574.0,1574.0,,,,,6037.0,,3.0,,,,2.0,34185886.0,-118185525.0,43391.0,,,,,,0100,261.0,LFR140000*,60374607.002014,46080.0,3101.0,,96271.0,0.0,,,,1.0,,,1948.0,,,72807.0,109285.0,2015.0,36478.0,1381.57,,,60374607002014.0
12206413,,,,2.0,3.0,,7.0,2.0,,,2007.0,2007.0,,,,,6037.0,,2.0,,,,7.0,33967005.0,-118299897.0,7877.0,,,,,,0100,261.0,LARD3,60372382.004001,12447.0,3101.0,118208.0,96028.0,0.0,,,,1.0,,,1931.0,,,28540.0,58297.0,2015.0,29757.0,950.33,,,60372382004001.0
17108882,,,,2.5,4.0,,,2.5,,608.0,1469.0,1469.0,,,608.0,,6111.0,,2.0,2.0,462.0,,,34271755.0,-119158395.0,3944.0,,,,,,1111,261.0,,61110013.011021,34543.0,2061.0,,97084.0,6.0,,1.0,,,,,1995.0,2.0,,146702.0,244500.0,2015.0,97798.0,2571.82,,,61110013011021.0
10872782,1.0,,,3.0,3.0,,4.0,3.0,,,2349.0,2349.0,,,,,6037.0,,3.0,,,,2.0,34216574.0,-118408548.0,5052.0,,,,,,0100,261.0,LAR1,60371216.001001,12447.0,3101.0,41131.0,96450.0,0.0,,,,1.0,,,1990.0,,,225109.0,375177.0,2015.0,150068.0,4765.35,,,60371216001001.0
14092292,,,,2.0,3.0,,,2.0,,,1404.0,1404.0,,,,,6059.0,,2.0,2.0,400.0,,,33768169.0,-118011879.0,7420.0,,,,,,122,261.0,,60590999.033021,34780.0,1286.0,,96990.0,6.0,,,,,,,1959.0,1.0,,78627.0,341469.0,2015.0,262842.0,4304.64,,,60590999033021.0
12667822,,,,2.0,4.0,,7.0,2.0,,,1940.0,,,1940.0,,,6037.0,,2.0,,,,,33819511.0,-118379901.0,5513.0,,,,,,0200,246.0,RBR-2,60376214.002007,33612.0,3101.0,,96123.0,0.0,,,,2.0,,,1958.0,,,404371.0,833982.0,2015.0,429611.0,10526.78,,,60376214002007.0
12214342,,,,1.0,2.0,,7.0,1.0,,,619.0,619.0,,,,,6037.0,,1.0,,,,7.0,33957258.0,-118241362.0,6715.0,,,,,,0100,261.0,LCR2*,60375353.00501,396053.0,3101.0,,95983.0,0.0,,,,1.0,,,1949.0,,,35603.0,165228.0,2015.0,129625.0,2562.85,,,60375353005010.0
10902674,1.0,,,3.0,4.0,,4.0,3.0,,,2495.0,2495.0,,,,,6037.0,,3.0,,,,2.0,34156477.0,-118399168.0,20271.0,1.0,,,,1.0,0101,261.0,LAR1,60371434.001,12447.0,3101.0,268551.0,96452.0,0.0,,,,1.0,,,1951.0,,,191117.0,564470.0,2015.0,373353.0,7013.84,,,60371434001000.0
12416101,1.0,,,4.0,4.0,,4.0,4.0,,,3543.0,3543.0,,,,,6037.0,,4.0,,,,2.0,33867225.0,-118074549.0,8955.0,,,,,,0100,261.0,ATR16000*,60375548.023002,30267.0,3101.0,,96204.0,0.0,,,,1.0,,,2006.0,,,384933.0,539041.0,2015.0,154108.0,6375.19,,,60375548023002.0
12123396,1.0,,,3.0,3.0,,4.0,3.0,,,1735.0,1735.0,,,,,6037.0,,3.0,,,,2.0,34164114.0,-118089140.0,3034.0,,,,,,010D,269.0,PSR*,60374625.001005,47019.0,3101.0,273539.0,96295.0,0.0,,,,1.0,,,1990.0,,,155000.0,619000.0,2015.0,464000.0,8004.27,,,60374625001005.0
11891534,1.0,,,2.0,2.0,,4.0,2.0,,,1678.0,1678.0,,,,,6037.0,,2.0,,,,2.0,34121096.0,-118093563.0,9834.0,,,,,,0100,261.0,SOR110,60374642.003006,54299.0,3101.0,273572.0,96296.0,0.0,,,,1.0,,,1951.0,,,173446.0,349272.0,2015.0,175826.0,5789.84,,,60374642003006.0
11947492,,,,3.0,3.0,,4.0,3.0,,,2399.0,2399.0,,,,,6037.0,,3.0,,,,2.0,34101311.0,-118270108.0,2350.0,,,,,,0100,261.0,LAR1,60371951.004003,12447.0,3101.0,268473.0,96020.0,0.0,,,,1.0,,,1929.0,,,262622.0,952311.0,2015.0,689689.0,11589.85,,,60371951004003.0
17141535,,,,2.5,3.0,,,2.5,,1225.0,1955.0,1955.0,,,1225.0,,6111.0,1.0,2.0,2.0,458.0,,,34225711.0,-118991101.0,7487.0,,,,,,1111,261.0,,61110053.062021,51239.0,2061.0,,97091.0,2.0,,1.0,,,460.0,,1977.0,2.0,,241000.0,691000.0,2015.0,450000.0,7464.86,,,61110053062021.0
12953212,,,,2.0,4.0,,7.0,2.0,,,2030.0,2030.0,,,,,6037.0,,2.0,,,,7.0,34055589.0,-117928936.0,8876.0,,,,,,0100,261.0,WCR1*,60374066.022,14542.0,3101.0,,96523.0,0.0,,,,1.0,,,1955.0,,,67945.0,84647.0,2015.0,16702.0,1340.09,,,60374066022000.0
14354802,,,,4.5,5.0,,,4.5,,,4255.0,4255.0,,,,,6059.0,,4.0,2.0,494.0,,,33692249.0,-117750882.0,6500.0,,,,,,1,261.0,,60590524.182014,52650.0,1286.0,403197.0,96954.0,0.0,,1.0,,,,,2014.0,,,850864.0,1821981.0,2015.0,971117.0,23401.84,,,60590524182014.0
11866597,,,,0.0,0.0,,7.0,,,,1430.0,1430.0,,,,,6037.0,,,,,,,34063778.0,-118076091.0,5094.0,,,,,,0700,263.0,RMM1*,60374336.012008,54212.0,3101.0,,96510.0,0.0,,,,,,,1958.0,,,63859.0,193408.0,2015.0,129549.0,2564.9,Y,13.0,60374336012008.0
14625687,,,,2.0,2.0,,,2.0,,,1000.0,1000.0,,,,,6059.0,,2.0,1.0,0.0,,,33618194.0,-117611890.0,1366.0,,,,,,34,266.0,,60590320.562001,15554.0,1286.0,,96993.0,0.0,,,,,,,1990.0,,,106225.0,317111.0,2015.0,210886.0,4290.3,,,60590320562001.0
14376492,,,,2.0,4.0,,,2.0,,,1825.0,1825.0,,,,,6059.0,,2.0,2.0,504.0,,,33625704.0,-117697602.0,7200.0,1.0,,,,1.0,122,261.0,,60590524.112013,32380.0,1286.0,,96962.0,8.0,,,,,,,1965.0,2.0,,107827.0,428591.0,2015.0,320764.0,4593.36,,,60590524112013.0
11204097,1.0,,,2.0,3.0,,7.0,2.0,,,1243.0,1243.0,,,,,6037.0,,2.0,,,,2.0,34568565.0,-118092740.0,4753.0,,,,,,0100,261.0,PDR1*,60379106.034001,40227.0,3101.0,,97328.0,0.0,,,,1.0,,,1985.0,,,102859.0,128572.0,2015.0,25713.0,2337.7,,,60379106034001.0
12554115,,,,5.0,5.0,,7.0,5.0,,,3612.0,,,3612.0,,,6037.0,,5.0,,,,,33782072.0,-118191192.0,4670.0,,,,,,0400,248.0,LBPD29,60375763.011001,46298.0,3101.0,416312.0,96245.0,0.0,,,,4.0,,,1921.0,,,257373.0,433321.0,2015.0,175948.0,5699.65,,,60375763011001.0
11650561,,,,3.0,3.0,,1.0,3.0,,,3223.0,3223.0,,,,,6037.0,,3.0,,,,2.0,34109028.0,-118460539.0,,,,,,,0100,261.0,LARE15,60372621.003,12447.0,3101.0,113688.0,96058.0,0.0,,,,1.0,,,1956.0,,,681249.0,2189469.0,2015.0,1508220.0,26742.77,,,60372621003000.0
14253465,13.0,,,2.0,3.0,,,2.0,,,1486.0,1486.0,,,,,6059.0,,2.0,2.0,476.0,,,33754979.0,-117839373.0,3864.0,,,,,,122,261.0,,60590754.03101,47568.0,1286.0,,97001.0,6.0,,,,,,,1976.0,1.0,,125539.0,436261.0,2015.0,310722.0,5893.56,,,60590754031010.0
11690937,1.0,,,3.0,2.0,,10.0,3.0,,,3001.0,3001.0,,,,,6037.0,,3.0,,,,2.0,34107889.0,-118483918.0,701581.0,,,,,,010C,266.0,LARD6,60372623.011016,12447.0,3101.0,113910.0,96030.0,0.0,,,,1.0,,,1979.0,,,318854.0,850288.0,2015.0,531434.0,10750.85,,,60372623011016.0
13942108,,,,1.0,2.0,,,1.0,,,876.0,876.0,,,,,6059.0,,1.0,1.0,260.0,,,33762372.0,-117990560.0,6000.0,,,,,,122,261.0,,60590998.021003,34780.0,1286.0,,96990.0,4.0,,,,,,,1927.0,1.0,,25398.0,270416.0,2015.0,245018.0,3519.94,,,60590998021003.0
11299442,,,,1.0,2.0,,7.0,1.0,,,1729.0,1729.0,,,,,6037.0,,1.0,,,,7.0,34699205.0,-118093045.0,158341.0,,,,,,0100,261.0,LRA22*,60379006.053036,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1954.0,,,137600.0,183100.0,2015.0,45500.0,2900.01,,,60379006053036.0
13032335,,,,2.0,4.0,,7.0,2.0,,,1227.0,1227.0,,,,,6037.0,,2.0,,,,7.0,34146594.0,-117862231.0,7080.0,,,,,,0100,261.0,GDE4,60374010.021002,11626.0,3101.0,,96486.0,0.0,,,,1.0,,,1923.0,,,151544.0,459144.0,2015.0,307600.0,5393.96,,,60374010021002.0
11575593,1.0,,,3.0,4.0,,7.0,3.0,,,2979.0,2979.0,,,,,6037.0,,3.0,,,,2.0,34016452.0,-118462191.0,6749.0,,,,,,0100,261.0,SMR1*,60377023.003009,26964.0,3101.0,761545.0,96152.0,0.0,,,,1.0,,,1936.0,,,212394.0,274184.0,2015.0,61790.0,3778.02,,,60377023003009.0
10789217,,,,2.0,3.0,,7.0,2.0,,,1642.0,1642.0,,,,,6037.0,,2.0,,,,2.0,34197668.0,-118586042.0,8023.0,1.0,,,,1.0,0101,261.0,LARS,60371340.021005,12447.0,3101.0,27987.0,96341.0,0.0,,,,1.0,,,1954.0,,,112341.0,324493.0,2015.0,212152.0,4094.01,,,60371340021005.0
14211376,,,,2.0,3.0,,,2.0,,,1400.0,1400.0,,,,,6059.0,,2.0,1.0,360.0,,,33841793.0,-117842066.0,8280.0,,,,,,122,261.0,,60590762.024007,33252.0,1286.0,,97063.0,5.0,,,,,,,1963.0,1.0,,86373.0,168871.0,2015.0,82498.0,2045.24,,,60590762024007.0
12336500,,,,3.0,4.0,,7.0,3.0,,,1690.0,,,1690.0,,,6037.0,,3.0,,,,,33922900.0,-118137667.0,11627.0,,,,,,0200,246.0,DOR1&HFB*,60375512.02401,4406.0,3101.0,,96102.0,0.0,,,,2.0,,,1938.0,,,38325.0,77469.0,2015.0,39144.0,1246.91,,,60375512024010.0
11172625,1.0,,,2.0,2.0,,7.0,2.0,,,1141.0,1141.0,,,,,6037.0,,2.0,,,,2.0,34404328.0,-118467797.0,352517.0,,,,,,010C,266.0,SCUR3,60379200.312,54311.0,3101.0,26134.0,96352.0,0.0,,,,1.0,,,1965.0,,,123185.0,171735.0,2015.0,48550.0,2508.18,,,60379200312000.0
12930094,,,,2.0,2.0,,7.0,2.0,,,1164.0,1164.0,,,,,6037.0,,2.0,,,,7.0,34086013.0,-117908783.0,10268.0,,,,,,0100,261.0,CVR110000*,60374057.022023,24245.0,3101.0,,96473.0,0.0,,,,1.0,,,1949.0,,,57570.0,188654.0,2015.0,131084.0,2671.53,,,60374057022023.0
11554456,,,,2.0,4.0,,4.0,2.0,,,1456.0,1456.0,,,,,6037.0,,2.0,,,,7.0,34016781.0,-118432173.0,5538.0,,,,,,0100,261.0,LAR1,60372715.001007,12447.0,3101.0,116415.0,96047.0,0.0,,,,1.0,,,1951.0,,,33431.0,103583.0,2015.0,70152.0,1378.89,,,60372715001007.0
11510952,,,,3.0,4.0,,1.0,3.0,,,3036.0,3036.0,,,,,6037.0,,3.0,,,,2.0,33868017.0,-118395944.0,5008.0,1.0,,,,1.0,0101,261.0,HBR1YY,60376210.042003,29712.0,3101.0,,96109.0,0.0,,,,1.0,,,2001.0,,,368605.0,780002.0,2015.0,411397.0,8651.99,,,60376210042003.0
17256751,,,,4.0,4.0,,,4.0,,1745.0,3982.0,3982.0,,,1745.0,,6111.0,2.0,4.0,2.0,423.0,,,34253637.0,-118743794.0,26311.0,,,,,,1111,261.0,,61110075.063003,27110.0,2061.0,,97118.0,10.0,,,,,244.0,,2000.0,2.0,,315000.0,897000.0,2015.0,582000.0,9961.12,,,61110075063003.0
11547714,1.0,,,3.0,1.0,,4.0,3.0,,,1588.0,1588.0,,,,,6037.0,,3.0,,,,2.0,33997764.0,-118468628.0,4802.0,,,,,,010E,266.0,LARD1.5,60372732.002004,12447.0,3101.0,21056.0,96127.0,0.0,,,,1.0,,,1992.0,,,194190.0,908535.0,2015.0,714345.0,11046.89,,,60372732002004.0
14185394,,,,2.0,3.0,,,2.0,,,1473.0,1473.0,,,,,6059.0,,2.0,2.0,429.0,,,33867037.0,-117814110.0,6092.0,,,,,,122,261.0,,60590218.122016,16764.0,1286.0,274765.0,97026.0,6.0,,,,,,,1966.0,1.0,,94665.0,236167.0,2015.0,141502.0,2874.6,,,60590218122016.0
10868965,1.0,,,2.0,2.0,,10.0,2.0,,,1985.0,1985.0,,,,,6037.0,,2.0,,,,2.0,34157500.0,-118500000.0,338301.0,1.0,,,,1.0,010C,266.0,LARD2,60371397.013005,12447.0,3101.0,51906.0,96426.0,0.0,,,,1.0,,,1982.0,,,115440.0,152953.0,2015.0,37513.0,1925.72,,,60371397013005.0
12893941,,,,1.0,3.0,,7.0,1.0,,,1051.0,1051.0,,,,,6037.0,,1.0,,,,7.0,34089400.0,-117746629.0,6591.0,,,,,,0100,261.0,POR17200*,60374021.021008,20008.0,3101.0,,96507.0,0.0,,,,1.0,,,1955.0,,,41063.0,60264.0,2015.0,19201.0,1008.28,,,60374021021008.0
12427324,,,,1.0,2.0,,7.0,1.0,,,728.0,728.0,,,,,6037.0,,1.0,,,,7.0,33841902.0,-118080656.0,6626.0,,,,,,0100,261.0,LKMFR*,60375551.02101,12292.0,3101.0,,96215.0,0.0,,,,1.0,,,1940.0,,,76845.0,230536.0,2015.0,153691.0,3972.31,,,60375551021010.0
11450809,,,,2.0,4.0,,7.0,2.0,,,1356.0,1356.0,,,,,6037.0,,2.0,,,,2.0,33874366.0,-118317606.0,5975.0,,,,,,0100,261.0,TORR-LO,60376500.01301,54722.0,3101.0,416334.0,96162.0,0.0,,,,1.0,,,1956.0,,,41188.0,87270.0,2015.0,46082.0,1192.21,,,60376500013010.0
12592017,,,,2.0,3.0,,7.0,2.0,,,1323.0,1323.0,,,,,6037.0,,2.0,,,,2.0,33827128.0,-118303849.0,7200.0,,,,,,0100,261.0,LAR1,60372932.012007,12447.0,3101.0,273930.0,96159.0,0.0,,,,1.0,,,1959.0,,,71549.0,220105.0,2015.0,148556.0,2961.07,,,60372932012007.0
12066936,1.0,,,1.0,1.0,,7.0,1.0,,,1118.0,1118.0,,,,,6037.0,,1.0,,,,2.0,34150700.0,-118250000.0,44249.0,1.0,,,,1.0,010C,266.0,GLR4*,60373020.022001,45457.0,3101.0,273257.0,96325.0,0.0,,,,1.0,,,1973.0,,,111474.0,159243.0,2015.0,47769.0,1827.06,,,60373020022001.0
